gvel: , 0.0, 0.544, -0.271
lvel: , 0.0, -0.181, -0.58
gvel: , 0.0, 0.544, -0.321
lvel: , 0.0, -0.238, -0.585
gvel: , 0.0, 0.544, -0.37
lvel: , 0.0, -0.296, -0.587
gvel: , 0.0, 0.544, -0.419
lvel: , 0.0, -0.353, -0.588
gvel: , 0.0, 0.544, -0.468
lvel: , 0.0, -0.411, -0.588
gvel: , 0.0, 0.544, -0.517
lvel: , 0.0, -0.469, -0.585
gvel: , 0.0, 0.544, -0.566
lvel: , 0.0, -0.527, -0.582
gvel: , 0.0, 0.544, -0.615
lvel: , 0.0, -0.585, -0.576
gvel: , 0.0, 0.575, -0.57
lvel: , 0.0, -0.531, -0.611
gvel: , 0.0, 0.506, -0.236
lvel: , 0.0, -0.206, -0.519
gvel: , 0.0, 0.461, -0.195
lvel: , 0.0, -0.182, -0.467
gvel: , 0.0, 0.438, -0.198
lvel: , 0.0, -0.204, -0.436
gvel: , 0.0, 0.322, -0.015
lvel: , -0.0, -0.025, -0.321
gvel: , -0.0, 0.257, 0.067
lvel: , 0.0, 0.057, -0.259
gvel: , -0.0, 0.239, 0.053
lvel: , 0.0, 0.045, -0.241
gvel: , -0.0, 0.229, 0.025
lvel: , 0.0, 0.02, -0.229
gvel: , -0.0, 0.185, 0.063
lvel: , 0.0, 0.06, -0.186
gvel: , -0.0, 0.155, 0.074
lvel: , 0.0, 0.072, -0.156
gvel: , -0.0, 0.151, 0.033
lvel: , 0.0, 0.032, -0.151
gvel: , -0.0, 0.121, 0.044
lvel: , 0.0, 0.043, -0.121
gvel: , -0.0, 0.098, 0.042
lvel: , 0.0, 0.042, -0.098
gvel: , -0.0, 0.098, -0.008
lvel: , -0.0, -0.007, -0.098
gvel: , -0.0, 0.085, -0.032
lvel: , -0.0, -0.032, -0.085
gvel: , -0.0, 0.05, -0.01
lvel: , -0.0, -0.01, -0.05
gvel: , -0.0, 0.041, -0.042
lvel: , -0.0, -0.042, -0.041
gvel: , 0.0, 0.02, -0.015
lvel: , 0.0, -0.015, -0.02
gvel: , 0.0, 0.01, -0.002
lvel: , 0.0, -0.002, -0.01
gvel: , 0.0, 0.005, 0.005
lvel: , 0.0, 0.005, -0.005
gvel: , 0.0, 0.002, 0.008
lvel: , 0.0, 0.008, -0.002
gvel: , 0.0, 0.001, 0.009
lvel: , 0.0, 0.009, -0.001
gvel: , 0.0, 0.0, 0.008
lvel: , 0.0, 0.008, -0.0
gvel: , 0.0, -0.0, 0.008
lvel: , 0.0, 0.008, 0.0
gvel: , -0.0, -0.0, 0.007
lvel: , -0.0, 0.007, 0.0
gvel: , -0.0, -0.0, 0.006
lvel: , -0.0, 0.006, 0.0
gvel: , -0.0, -0.0, 0.005
lvel: , -0.0, 0.005, 0.0
gvel: , -0.0, -0.0, 0.005
lvel: , -0.0, 0.005, 0.0
gvel: , -0.0, -0.0, 0.004
lvel: , -0.0, 0.004, 0.0
gvel: , 0.0, -0.0, 0.003
lvel: , 0.0, 0.003, 0.0
gvel: , -0.0, -0.0, 0.003
lvel: , -0.0, 0.003, 0.0
gvel: , -0.0, -0.0, 0.003
lvel: , -0.0, 0.003, 0.0
gvel: , -0.0, -0.0, 0.002
lvel: , -0.0, 0.002, 0.0
gvel: , -0.0, -0.0, 0.002
lvel: , -0.0, 0.002, 0.0
gvel: , -0.0, -0.0, 0.002
lvel: , -0.0, 0.002, 0.0
gvel: , 0.0, -0.0, 0.001
lvel: , 0.0, 0.001, 0.0
gvel: , -0.0, -0.0, 0.001
lvel: , -0.0, 0.001, 0.0
gvel: , 0.0, -0.0, 0.001
lvel: , 0.0, 0.001, 0.0
gvel: , -0.0, -0.0, 0.001
lvel: , -0.0, 0.001, 0.0
gvel: , 0.0, -0.0, 0.001
lvel: , 0.0, 0.001, 0.0
gvel: , -0.0, -0.0, 0.001
lvel: , -0.0, 0.001, 0.0
gvel: , 0.0, -0.0, 0.001
lvel: , 0.0, 0.001, 0.0
gvel: , -0.0, -0.0, 0.0
lvel: , -0.0, 0.0, 0.0
